year,season,sfc_temp,sfc_salt,btm_temp,btm_salt,volume_100m3,ctyp_100m3,calfin_100m3,pseudo_100m3,tlong_100m3,cham_100m3,echino_100m3,larvaceans_100m3,para_100m3,gas_100m3,acarspp_100m3,mlucens_100m3,evadnespp_100m3,oithspp_100m3,chaeto_100m3,hyper_100m3,calminor_100m3,clauso,dec_100m3,euph_100m3,poly_100m3,fish_100m3,siph_100m3,coel_100m3,euph1_100m3,thecos_100m3,spirspp_100m3
2012,Spring,1.303346047,-0.043072595,1.651186158,0.318106806,13.82742857,0.504303354,0.035248405,0.045474841,-0.211582489,-0.042898065,-0.014579,-0.206163322,0.584876477,0.481813307,0.100700295,-0.200266523,0.097115409,-0.093153332,-0.537931043,-0.63104021,-0.038339707,1.255221625,0.032245175,0.413852841,-0.315291394,-0.089592172,0.252384957,-0.087257427,0.419066687,1.088467411,-0.382583257
2012,Summer,2.168862008,0.027527271,1.380611779,0.238503441,48.52884615,1.170090968,-0.116379237,0.143205879,1.135121073,0.401761791,-0.094527326,0.398466412,1.294766145,0.116589099,-0.145808323,0.219144186,0.100549972,0.856645493,-0.141181824,0.416323216,0.042129439,2.133621412,0.256993723,-0.525407524,-0.154885526,0.176027753,-0.285467151,-0.039202255,-0.414839596,0.493763027,-0.248615218
2013,Fall,-0.426930893,0.305370535,0.379673953,0.213155067,23.52142857,0.188704308,-0.070623972,-0.206115076,0.236127051,-0.371181262,0.028832523,0.736413163,0.540569581,0.455659538,-0.403596103,0.145737489,0.66607553,1.256291786,1.096029264,0.144487081,-0.003818448,0.976743373,0.146064228,0.25152312,0.582515657,-0.049077936,1.28572016,0.012872356,0.252919986,0.435153826,-0.360344581
2013,Spring,1.115526291,0.39570202,1.274886451,0.120699836,8.310833333,0.776307634,-0.561825603,0.093049539,0.744043075,0.340812312,0.096329565,0.625853111,1.223616974,0.175990974,-0.324935404,0.452489313,-0.146838271,1.157116577,1.712191574,-0.220965228,0.785167964,1.24038806,-0.017002693,1.102321993,0.385409607,0.072930977,0.481576871,0.192162036,1.192874098,0.856215046,-0.484494917
2013,Summer,1.266375205,-0.128814392,0.724821897,0.164140145,43.82052632,1.774852187,0.173874911,0.564214977,-0.059626787,-0.064828376,-0.126822209,-0.128940636,0.288163481,0.152727313,-0.452182945,0.569979507,-0.010312483,1.34956801,-0.236974966,1.174320539,-0.009492975,0.637633713,0.011488316,0.39061062,0.767374148,-0.181640115,-0.160347112,-0.253315537,0.310650162,-0.006795002,-0.440016776
2014,Fall,0.062946381,0.439589587,0.841090328,0.200054355,13.65424242,-0.050712544,-0.180181524,-0.658267829,0.352010389,-0.555730521,-0.078537266,-0.282078553,0.577706596,0.766559377,-0.233270844,0.329545189,-0.420802049,1.191189294,1.205098768,0.970766028,1.355316571,1.100809993,0.111289841,0.272498258,0.201315438,0.111764269,1.287042216,-0.269530821,0.178896525,0.920468578,-0.350550273
2014,Spring,0.139489424,-0.073004552,0.510722574,-0.072831571,5.907857143,-0.311810964,0.025864493,-0.371885587,0.374848636,0.098894031,-0.214686268,-0.656276398,-0.324220944,-0.597399726,-0.18978555,-0.313507634,-0.077175893,0.741313135,-0.412650996,-1.013120101,-0.010962924,0.78614373,0.043939294,-0.311976693,0.230576219,0.047954834,1.304873823,-0.219798489,-0.273667201,0.404469739,-0.783040016
2014,Summer,-0.038184667,0.188420465,-0.171911212,-0.130754678,37.510625,0.220525616,0.30026932,0.30673817,0.579913901,0.491354632,0.006414626,0.723327959,-0.006096644,-0.232243238,0.425683001,0.210464479,0.674741973,0.998803445,-0.223341801,-0.930652682,-0.010295381,0.936565198,-0.137088367,1.039726752,0.459956143,0.493101229,0.589972913,-0.158114041,1.067849835,0.122731901,-0.349545031
2015,Fall,-0.143952123,0.243481791,-0.24258254,0.152557896,28.0888,0.63432857,-0.273769967,0.268989983,0.922885059,-0.445192832,0.394418017,0.701161334,0.981156225,0.674606371,0.005443688,0.648731565,1.523582063,1.68749226,1.470719047,1.195936479,0.790769668,1.185905865,0.425820637,0.671522934,0.950674963,0.062227293,1.750319891,-0.085283202,0.431611679,0.216211347,-0.303921627
2015,Spring,-0.720076946,0.993302184,-0.672595299,0.133865714,84.822,-0.243269621,0.598513969,0.585663736,-0.127234076,0.213483821,1.955403176,1.180332923,0.575607355,0.220793626,-0.325154802,1.310042409,-0.313251918,1.910443471,-0.315532242,-0.717700638,-0.0065245,1.309953251,-0.310486551,0.63310373,-0.781167352,-0.184528056,-0.611248808,-0.174665452,0.714027503,0.435935265,-0.683735166
2015,Summer,-0.315746016,0.337082199,-0.828109431,0.086613602,48.08703704,1.426645634,0.389244313,0.653937744,1.836436402,0.197118863,1.78555397,0.963271952,-0.045828666,0.811888633,-0.206156395,0.374070975,1.113764953,1.474382867,-0.153211589,-0.225046425,-0.009404688,0.29304966,0.022140188,1.229176453,0.384092004,-0.085266168,0.440733836,-0.184057738,1.261372871,0.953880378,-0.312748356
2016,Fall,0.69262139,0.392829334,0.763961216,0.423466111,19.288125,0.141139709,-0.207846157,-1.146028371,0.030997893,-0.273389502,0.637266177,0.219893759,-0.007662179,0.34927898,-0.526501033,-0.098323083,0.200832951,1.199707729,1.161962465,0.749575172,0.506746421,-0.188461218,-0.116684828,0.281681503,0.877697324,-0.127524204,0.861408626,0.351895623,-0.045640323,0.103617833,-0.359149929
2016,Summer,1.590783559,0.020294439,0.59030333,-0.203158607,65.49378788,2.420695947,0.353496651,0.576081945,1.00814474,0.836784825,-0.373623149,-0.446387267,0.126366424,1.650838578,0.158847277,0.685277896,0.999399712,0.718036437,0.168089728,-0.364398786,-0.009665113,1.327416381,0.548117075,0.166697673,0.495486742,0.545154636,-0.342679399,0.012721968,0.199792354,2.314444753,-0.372425977
2017,Fall,0.866212546,-0.05395499,0.226303454,-0.017566835,26.86117647,0.340595445,-0.394799098,-0.158492367,0.618204345,0.493887575,0.089325129,0.667338789,0.858118285,0.769176054,0.165738088,0.437590065,0.337611297,1.436474245,1.600958663,-0.150466674,1.49756372,1.034599845,-0.04829647,-0.190651119,0.628080012,-0.130242622,1.507187334,-0.036815764,-0.182541798,0.984232724,-0.442970369
2017,Spring,1.75529162,0.131004306,1.46078208,0.034762788,14.58444444,0.948379353,0.234022003,-0.369358152,1.098331791,1.22841204,-0.234992443,0.801895575,0.34896415,-0.093745523,-0.05985182,-0.15349448,-0.067405107,1.262335098,1.419608338,-0.756899518,0.503641641,0.275882447,0.27313678,0.343845269,0.096586898,0.278375621,0.93997804,-0.119286218,0.486158443,0.270806492,-0.775409342
2017,Summer,0.075514244,-0.100928608,0.358176737,-0.105150444,34.60758621,0.624778638,0.231605188,0.112606042,-0.135626806,0.159175699,0.467880104,0.788095555,-0.044139693,-0.224647446,-0.477623957,0.1262419,0.136590268,1.074166075,0.167571075,-0.241317268,-0.009291226,0.440636842,0.058140052,0.817614668,0.151307094,0.084881906,1.01670565,0.071771904,0.849775274,0.027770496,-0.408701305
2018,Fall,0.103759273,0.130828768,0.082821421,-0.111888267,22.82333333,0.197729259,-0.187741068,-0.966878082,1.009128417,-0.835193319,0.038494134,0.479023715,-0.265078943,1.257373419,-1.03262776,0.685994693,0.799278757,1.54387473,2.432996653,1.341692266,1.275222133,-0.080519908,-0.23594459,0.95891395,-0.051155689,0.192707588,2.095503172,0.400794845,0.718816485,0.416325339,-0.432408316
2018,Summer,2.042083878,-0.70547911,0.170448255,-0.007352735,53.385,2.318830544,0.27721404,0.760279335,1.765620669,-0.367020508,0.079221748,-0.015139537,1.112491806,1.211697097,-0.472738228,0.852756899,1.252908596,1.107302321,-0.006164334,-0.79233089,-0.009018193,2.024997599,0.734601758,1.495452666,-0.146083091,0.549668314,0.788923683,0.318643852,1.524421563,1.897394853,-0.376474773
2019,Fall,0.574660265,-0.135048605,1.634423291,-0.042655305,26.69333333,0.114311453,0.218761925,-0.171249303,-0.182634502,0.273424488,-0.050155299,0.721281191,0.587578444,0.266309133,-0.70110351,0.388565454,-0.590559257,1.095493065,0.785058408,0.890649555,0.884174511,0.675157583,-0.219712747,-0.15946129,-0.266822022,0.129349339,0.631938178,-0.277483982,-0.067435654,-0.116088387,-0.154109274
2019,Spring,-0.589508353,0.520185996,-0.404880007,-0.292707612,28.29333333,0.542097297,0.389108226,1.019594739,-0.60628231,-0.257299829,1.760933749,1.523158973,-0.08947861,0.868650968,-0.313618005,1.368252183,-0.310359847,1.157566581,0.606503887,0.93418773,-0.006378363,0.43432256,-0.310920406,0.203413972,-0.790767625,-0.181821166,0.260994671,-0.178400134,0.284898495,1.772298218,-0.698400273
2019,Summer,0.24357406,-0.424433396,0.532237053,0.004104709,29.19036364,0.043815229,-0.077894511,0.162387517,0.51478306,0.311258736,-0.133076951,0.948212729,0.309742322,0.198079591,-0.308762999,0.265325804,0.682774292,1.143810519,0.535438286,0.935236807,0.063918283,0.331969407,0.316945273,0.110341643,0.30485507,0.152773054,0.852084657,0.006287228,0.156199273,-0.16271366,-0.323143455
2021,Fall,1.666357768,0.206919364,1.377504781,0.26852537,22.23104167,0.225497598,-0.793821949,-1.356714495,-0.457190216,-0.511748702,0.094570964,1.199438399,0.590556389,1.180271829,-0.382620314,0.065658272,1.36305716,1.29750042,1.638223123,-0.191117414,0.878451175,1.3486836,-0.100605783,0.385393569,0.446725367,-0.039524617,2.092370793,-0.000913369,0.46601759,0.263038084,-0.437716741
2021,Spring,0.318243348,-0.149160083,-0.325214518,-0.507503399,74.1825,2.759091912,0.748444733,0.716042811,0.958604211,1.333190802,1.982829066,1.721514906,-0.077043404,1.671022288,0.53349039,1.628282545,2.856640709,1.250531775,-0.282087137,-0.039847894,-0.008768852,2.11154526,0.41111316,2.088532846,0.004043752,-0.204191064,2.56498037,-0.139775573,2.143076374,2.62732361,-0.590332364
2021,Summer,2.160066064,0.142060429,1.075341663,-0.018741903,30.945625,1.177959719,-0.416830992,-0.147240344,-0.2150875,-0.327410563,-0.232724501,1.516292209,0.567395393,1.531689107,-0.61778847,0.489591245,1.911583258,1.533506189,0.168283395,-0.223147899,-0.022971215,0.72197264,0.375225967,1.11601076,0.574435678,0.517908389,2.472642078,0.282742783,1.179725332,1.680097258,-0.321596701
