Year,Season,EPU,volume_1m2,SmCalanoida,LgCalanoida,Bryozoa,Chaetognatha,Cirripedia,Cnidaria,Cyclopoida,Decapoda,Polychaeta,Diplostraca,Echinodermata,Euphausiacea,Gammaridea,Hyperiidea,Mollusca,Mysidacea,Ostracoda,Protozoa,Thecosomata,Tunicata
1986,2,2,38.1062069,85652.97,231522.644,6749.119655,6209.193966,9384.62069,11536.47621,4581.560862,3959.267414,9955.191034,856.1518966,52044.08793,5233.023448,14212.59776,668.7612069,4346.2,2299.124655,1600.304483,12.1087931,1961.213966,72490.33603
1987,2,2,45.498125,112203.8939,438867.1694,52.0645,14808.72588,36106.83313,12718.5825,3078.69125,6518.90325,4685.321875,17394.92988,39666.08425,17003.43425,32767.18413,4258.288375,4548.722875,440.933375,77.964375,2642.8595,3679.36925,44622.11013
1988,2,2,21.71633333,50602.50367,175412.4253,0,10760.066,35782.71967,4826.382667,1738.515,538.6413333,343.2883333,34.942,2013.235333,2627.651333,2590.06,19.22366667,797.938,546.9866667,146.6996667,652.2236667,680.9313333,16608.384
1989,2,2,35.32363636,122969.21,288768.8618,0,6769.186364,1017.382727,1175.911818,9740.990909,337.9,94.11363636,0,9692.91,7265.293636,6333.101818,3715.233636,21030.58182,11.51272727,73.42636364,0,20912.91182,327070.5855
1990,2,2,48.60369565,122989.8659,135289.9352,0,2952.794783,15814.07826,9024.273478,16023.25391,346.8480435,877.2478261,12.22478261,0,2192.403261,10722.08261,883.178913,509.681087,251.9973913,124.4063043,21.81065217,401.653913,19415.61652
1991,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,2,2,37.78438596,186885.1935,277731.2581,1068.490175,10300.42175,50109.93544,8141.823509,21130.52912,2416.568421,5474.195263,748.7284211,16146.97193,4073.142456,1601.874035,31823.05123,137678.9505,62.41333333,107.6017544,7997.267719,131410.8239,46431.08316
1993,2,2,31.60424242,150373.8144,383960.1868,389.295,14260.90606,17842.58848,6906.371061,27185.69439,942.1922727,3068.797424,422.1377273,32633.76318,8976.103485,2987.765606,2009.452121,8601.422727,166.5460606,1198.582121,2263.423788,8152.115,48440.83652
1994,2,2,34.62508197,222739.0174,276473.6646,1702.78,23723.10082,78445.38016,22811.55295,8376.965574,3390.28459,13501.86918,1565.704918,143898.1031,6208.601967,2917.737541,1047.909508,12114.12393,496.0698361,9550.510328,2323.850656,9549.631803,52723.1682
1995,2,2,30.90185185,157530.5283,238719.1022,636.4498148,15031.56037,1502.357778,7543.792222,11651.71426,5227.58463,6318.634259,382.5703704,34938.08593,6381.738333,2301.309444,13973.50056,11169.6863,337.9937037,44.57444444,266.1896296,9847.228333,77072.39444
1996,2,2,45.37647059,334676.8685,563631.11,47.54911765,3948.834706,23113.23882,42685.69088,7214.552353,6908.608824,4591.749706,2104.920882,37528.08765,16949.44029,2152.607941,13857.16088,85615.96735,661.2591176,207.1811765,62.64588235,79625.39794,113777.8109
1997,2,2,25.5987931,385228.4602,281592.8522,2.738448276,14353.27431,25392.62483,14458.58,5963.596897,6418.433448,5291.041207,1215.851034,408.2625862,5078.30569,7074.804828,15354.95103,29443.39931,1488.637414,241.7817241,386.3375862,14161.78259,33237.94138
1998,2,2,34.08013699,553963.8963,264116.7463,991.7016438,12102.44342,16405.56521,48031.30205,22231.54575,8768.588904,2563.464658,11797.45863,20207.45466,9803.82137,3941.757534,7787.632877,61151.9763,157.6532877,234.2284932,78.28356164,58652.16986,44286.6311
1999,2,2,28.67098765,373886.7163,227913.7619,1447.115062,14272.91185,12897.65704,13970.60938,25820.80519,7303.479259,5560.222222,2151.340123,15327.05556,3467.871235,12265.37358,10808.02037,49152.25284,164.5065432,143.4498765,242.5217284,38812.80012,45230.23654
2000,2,2,38.37721311,414595.4185,349667.789,377.6239344,17211.17164,18179.00361,17352.11459,15765.1282,12753.15541,3368.03459,1392.654754,16986.25033,13755.84689,24778.16213,22023.21377,31280.66656,197.1839344,877.14,3627.417213,29582.44426,40827.29049
2001,2,2,47.56169231,1103823.26,444165.5337,2099.337231,10884.79492,18976.16923,22390.30692,44367.12877,8441.888,14090.29308,36388.64569,11317.14123,6984.722308,9130.401538,44660.26492,66241.45262,141.4681538,199.5443077,2237.660308,64434.85508,45866.97138
2002,2,2,40.41837838,269337.8616,270491.7782,2185.675405,62796.04595,5375.342162,42908.62486,10059.57622,8948.082838,8366.241486,1051.625946,27384.96649,8738.327838,9313.46527,56606.20932,23482.06892,325.1039189,1223.094865,633.5891892,2347.428514,20398.37662
2003,2,2,52.455,98313.15,516356.6694,113.2155769,27150.81154,6917.606538,15817.05058,17031.30865,2953.667115,12073.05923,26.93115385,24489.95692,6349.213269,1089.144808,10682.77635,2565.628077,2767.001923,244.9811538,109.0144231,2040.4575,143953.5912
2004,2,2,129.0754286,174254.1656,400210.7954,73.22285714,78476.70371,17075.08143,77866.89571,41770.23871,2204.635,11926.657,894.8607143,152435.3244,7027.730143,3818.539714,8456.674571,9676.238,1867.686429,74.91357143,18150.93829,4165.757714,91227.96457
2005,2,2,38.22793103,88605.81086,357421.4431,68.42568966,41527.18862,7798.044138,44768.92897,20095.56466,2870.993966,18743.54034,2356.876379,23513.5719,9620.187586,1141.793448,10851.79897,622.0781034,1444.453621,291.3032759,1080.502069,422.2558621,307229.6929
2006,2,2,55.85521127,105430.8631,216566.7573,76.15647887,13932.08563,2407.566197,43347.57577,90477.94451,2180.858028,5826.625211,1739.351268,12188.13437,5980.341972,8189.074507,1400.531549,20461.55901,5329.808732,136.7932394,931.988169,3993.054648,66780.10239
2007,2,2,47.82492537,126256.9922,292015.6654,32.23686567,54451.12358,8854.099552,203840.0088,14784.9897,4684.64403,13273.25642,252.8661194,466893.0903,2485.157313,14702.18687,23639.81627,22324.95328,283.5261194,73.50283582,1274.061791,1789.848657,102309.2351
2008,2,2,25.26058824,157373.6782,161390.3959,58.87058824,11299.79382,15530.89765,7185.612647,13162.74176,2343.765294,1884.888824,0,11206.30382,2250.810882,9894.742941,445.6326471,3518.692059,884.3785294,88.39382353,56.79882353,2360.778824,18503.77294
2009,2,2,59.89287879,177484.733,290336.7283,38.28530303,26518.81515,12603.19864,82247.30848,27508.06879,5925.79303,3546.079394,226.4334848,30453.97606,4212.958939,37002.37773,18904.19303,5804.341061,1292.476818,1.217878788,1762.46303,2368.936061,93720.32152
2010,2,2,51.33507463,455922.7081,199398.7739,144.1061194,10350.93612,6530.006119,82602.60209,22820.37328,3968.507313,2046.985224,13046.38701,157495.8858,7882.52209,10409.5997,42438.46149,3957.025075,71.89910448,19.34074627,317.4404478,367.1728358,20050.70493
2011,2,2,77.3458209,404173.9933,144927.0584,109.7146269,30941.37821,38853.58746,43073.27284,39708.30373,4158.012239,23642.62403,13369.81179,108420.0136,4778.387761,1786.981194,5123.804925,26823.70522,72.47940299,34.04358209,4560.824925,16245.3294,196054.8554
2012,2,2,25.71745455,330430.1162,194002.5227,943.136,48171.26636,6944.398545,7691.136727,5312.631091,3431.874182,7441.004727,11795.33618,304446.3662,7820.292,7864.422182,10645.12509,34985.36782,11668.15527,39.96109091,328.1790909,14037.68,53006.17782
2013,2,2,29.95,243437.5731,300183.7084,263.5128889,32495.848,26436.73,2038.002,22722.14289,4166.851778,5612.683778,1010.648889,27127.188,7870.015778,1103.157333,136001.1638,18243.292,17.86311111,215.8228889,1096.853111,13710.83867,47653.04622
2014,2,2,21.19727273,241836.6364,230258.6543,1153.597045,16513.09932,7398.044545,13156.09659,11697.92318,2550.461136,17866.11841,1470.386136,158654.1832,5715.285,6577.289091,3383.153182,7479.009091,520.0381818,421.1531818,460.49,3320.228636,104812.8477
2015,2,2,37.68686567,294450.6472,397416.53,432.5541791,21339.32134,250044.5196,23771.20627,32879.98731,5700.828806,8352.385224,5158.503582,95075.88791,16888.47612,302.7298507,2784.074179,34147.72388,236.2174627,329.8467164,14428.23,5190.132687,329781.2582
2016,2,2,31.85469697,372030.1544,389538.8229,1921.551212,35766.70939,14074.05985,28010.51394,6289.00697,7390.406515,6904.790455,7505.203636,47132.87697,4563.419394,2604.497121,20272.83409,118153.9524,894.2722727,148.9066667,717.7724242,105882.643,19687.24273
2017,2,2,37.43764706,269382.9181,290376.7693,156.875,32270.63735,49275.05618,71767.46838,36112.78971,4934.294412,5865.020441,3486.022206,36115.97632,7668.400588,4664.405441,5553.997353,13580.21794,3614.885441,1603.228971,235.4982353,2470.006029,83944.88
2018,2,2,54.01839286,332308.115,345355.3088,279.7930357,68552.9425,45270.19482,158872.9754,68287.68536,5475.613214,6647.253036,1489.5,77545.46393,15250.64518,4998.273929,2147.8375,10290.15786,17049.42107,345.3971429,2131.124464,8135.633571,48611.75054
2019,2,2,19.37383333,97157.71883,224196.167,224.4433333,29064.93783,17256.88683,3644.264167,10983.32083,2907.546833,1736.665,773.3783333,11356.7895,5173.242667,3223.7435,11355.40583,7797.330833,19786.6095,334.0206667,70.7535,4113.496667,122339.0635
2020,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,2,2,23.29567568,89085.25541,241289.3911,123.2191892,7430.701622,100729.427,80861.64676,17525.50351,4018.821351,2407.728108,4758.179189,1886.995135,12565.55351,98.95918919,3296.737297,90704.71027,505.8208108,62.90405405,175.9732432,88893.55568,38929.17054
2022,2,2,11.79954545,250253.3898,52087.26061,109.6271212,5447.90697,54375.9503,14025.75576,5734.580606,7774.518788,796.1678788,2995.619091,80775.15545,2385.402576,767.3010606,4014.760909,2251.006061,645.7028788,219.9657576,61.12606061,1097.996061,5316.985455
1977,2,3,70.84478873,133193.7716,872176.0049,0,563.9268919,77.52810811,10.3477027,9886.430135,393.0091892,50.33013514,263.8386486,86.68297297,1591.597703,5.170810811,1383.457703,304.5764865,0,96.40824324,0,293.8135135,0
1978,2,3,64.0255,57182.51725,691892.117,0,181.823,783.4865,0,534.093,0,15.6995,0,1893.3185,709.22975,70.623,36154.004,109.9175,0,407.10375,0,40.79175,0
1979,2,3,84.28075758,158936.6764,1127002.294,27.10970149,869.5532836,76384.28388,806.1029851,42556.35821,553.8426866,2053.232388,12599.37567,30786.79761,15255.18104,185.6577612,20582.60657,261711.9493,18.76925373,92.22343284,3907.246269,261376.9493,24173.77716
1980,2,3,60.71294118,97902.94618,1056739.568,0,1474.581029,1619.873529,796.3166176,19867.44985,406.8169118,605.9861765,2796.331912,2562.978676,4956.346324,89.25073529,2678.328676,5850.401324,5.925,0,773.345,4365.728235,6940.705882
1981,2,3,79.39459016,125575.5923,1333210.713,0,877.5416393,1641.386885,870.5409836,9021.628197,190.3465574,694.7840984,23892.18344,21064.89393,8184.054098,223.8485246,3720.100492,2198.098033,7.089508197,3.177540984,5174.101967,1600.543443,16622.6577
1982,2,3,51.83648148,307499.2202,974890.1033,0,528.6218519,11670.90019,810.8287037,53775.28352,478.6933333,2713.836111,795.2827778,3610.180185,6810.867593,112.2142593,33521.99037,79125.40259,0,3878.292593,1699.925185,57990.45148,20221.53148
1983,2,3,55.16265625,87466.33734,323562.6772,0,28.61453125,4012.949688,63.58078125,11359.62266,917.3770313,739.1857813,9851.908281,28568.29172,7139.27125,43.08578125,78.78359375,5685.744063,88.0840625,90.30078125,885.9410938,4599.6575,48755.65969
1984,2,3,36.16898305,57315.60656,431895.3318,0,5.065245902,11413.44426,24.51459016,2774.383279,238.5770492,236.3031148,2118.236066,9448.114754,7783.469016,207.4667213,32.9042623,732.6795082,0,9.446885246,29868.03754,116.2980328,60323.63279
1985,2,3,31.65387097,66012.01129,120514.2042,0,117.9864516,7590.913226,3.433548387,4201.214516,122.4422581,3089.537419,7089.878065,2653.989355,9968.051935,115.5290323,1.468709677,1577.805484,88.84387097,513.7293548,1703.466774,1326.790645,61962.60129
1986,2,3,40.29147541,66351.22541,469818.6025,0,3010.134918,15090.82787,449.7167213,1630.517213,284.1272131,914.4352459,17401.65738,30217.37049,16673.88492,27.29655738,155.2180328,580.6081967,11.20245902,740.507541,536.1404918,336.7580328,81481.31689
1987,2,3,47.11072464,71392.25072,611167.8791,0,197.6742029,80962.59304,2495.795942,6808.824783,812.4295652,3851.735217,9992.473623,39703.73232,34835.73783,81.15826087,464.5856522,2937.411884,431.133913,116.6104348,210112.5578,2582.685072,151051.6938
1988,2,3,20.36931034,46619.67276,183064.5131,0,1573.116897,69458.48207,167.8872414,1659.101724,399.1141379,1344.937586,4073.085172,34032.84138,34331.28103,2071.2,1029.956552,5801.21931,13.07137931,213.6296552,1165.283793,293.0765517,170504.3069
1989,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,2,3,72.21666667,133633.8267,106045.48,0,331.5033333,7834.803333,1729.64,66521.21667,0,494.1833333,247.09,0,2477.06,0,0,0,0,0,0,0,70501.45
1991,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,2,3,59.37058824,162121.6906,691220.165,2070.133824,1773.291765,39001.41735,23596.95824,46281.96235,180.7826471,632.8761765,10741.38353,42452.03471,21596.23971,0,26071.30382,235018.0438,91.23323529,4897.635882,15220.33588,234803.0835,41900.72529
1993,2,3,42.81625,116779.8081,833917.2763,565.023125,1274.337813,387732.5181,9502.965938,61400.9475,261.0465625,790.1253125,661.9003125,122109.71,25398.82281,23.859375,18260.06469,9052.980625,0,1378.921563,0,8842.00625,117548.0959
1994,2,3,41.08431818,95309.06591,665674.9768,194.6138636,2990.462955,136515.2666,11860.62295,36120.70864,757.61,957.9697727,26846.45636,60203.26386,21605.69341,41.65409091,1983.443409,4403.567273,0,1123.601136,19.74704545,3054.8575,136349.523
1995,2,3,50.28730769,142014.2344,551994.0338,632.3636538,402.6455769,13558.05212,3230.509423,26218.98365,799.3026923,1879.792885,48365.23615,60042.96019,21533.97192,130.1157692,4462.411538,7075.0225,105.0632692,2045.710769,1229.568269,6512.876538,110396.6908
1996,2,3,47.33297297,227818.3741,625771.8078,160.1462162,148.3775676,8918.954324,8471.041351,8177.760541,153.4608108,736.6086486,64784.43243,259305.1032,32546.64054,0,13505.75703,36663.25378,25.64297297,6199.053243,138.8191892,36494.51351,112585.8508
1997,2,3,39.78333333,130289.1067,627410.4114,71.655,127.4461111,21333.06389,4953.081111,65873.97583,222.8555556,2604.634167,18875.52,140586.9172,17240.60667,335.6433333,6186.38,40995.32167,0,2626.259167,0,40435.63,58976.92667
1998,2,3,43.418,186193.72,502546.8433,2298.92075,3172.0885,5571.30725,72057.475,73395.91,679.417,3279.8275,28628.947,262813.6135,25497.811,324.91475,2161.895,107009.7928,33.09425,5948.10625,0,105825.9503,137197.4748
1999,2,3,82.4890625,355879.0497,1168080.425,5582.354688,1462.23625,1331.780313,17352.52281,110272.7431,108.1296875,3599.424688,2515.726563,163119.2541,9223.755313,326.2728125,25255.50594,138238.3806,0,15065.93438,1008.353125,135797.1631,24312.11344
2000,2,3,56.44060606,187846.4312,1099666.857,660.5618182,902.0421212,15116.03152,10082.45364,46865.86333,584.7833333,2194.391515,22397.52606,74677.58333,44966.52697,462.2727273,3082.475455,10424.51061,0,654.0248485,31409.28303,9439.722727,63779.67545
2001,2,3,109.7374286,389070.6614,1387736.218,5210.948,5242.478,39252.63429,6068.111143,283469.1554,1238.464286,9491.470571,8498.343143,422485.6331,34193.41886,526.6025714,17986.11114,73256.59543,0,6633.887429,833.8374286,72325.24,130001.5231
2002,2,3,51.0744186,138183.9377,996726.7279,6544.550233,226.5504651,5111.556744,274.3976744,5389.160233,1687.166047,2698.308605,40450.1807,4673.734884,18449.7793,0,181.6195349,2218.30186,0,0,12.37186047,1767.252791,41761.54512
2003,2,3,150.1278261,74906.59261,436352.3643,0,742.7008696,7251.487391,205.7443478,46228.37261,275.996087,183.846087,0,19661.53435,5690.996957,0,190.2730435,1306.818696,0,0,0,499.4043478,13421.96478
2004,2,3,83.62534884,96684.65698,918016.7595,31.63116279,390.2625581,27933.43349,11452.77791,72315.25302,132.9253488,1544.222326,10704.71651,96429.00628,11594.70628,0,495.9881395,6450.512093,0,0,0,5363.613256,4594.290698
2005,2,3,58.28586957,14521.91239,258801.1191,5.955869565,181.5813043,47682.24522,306.4836957,19855.75913,230.7928261,701.6056522,2683.199565,37532.12109,2267.451739,16.0023913,130.878913,517.1330435,0,24.10913043,1022.050652,99.2623913,8810.863696
2006,2,3,100.9070455,74223.16727,460559.5811,4041.587273,76.17613636,3558.2325,958.3931818,43734.83114,741.8306818,3638.830909,118599.2436,102668.5841,34310.26659,30.32568182,486.7647727,456.6031818,0,24.97431818,0,247.6695455,61472.91477
2007,2,3,56.67454545,107541.4505,546446.2495,0,118.6197727,12685.88864,437.89,10253.90136,350.4370455,819.4295455,25456.43682,11975.05068,6182.133636,348.7970455,1291.170909,759.8909091,10.46113636,98.14136364,0,663.2931818,46691.52545
2008,2,3,40.53809524,29134.11476,283339.0948,0,435.5252381,6741.423333,14.83809524,3791.102857,215.6985714,699.9119048,0,14655.4119,18365.70905,22.76666667,641.3228571,16.89952381,0,0,0,0,60869.48524
2009,2,3,75.13214286,100661.4174,877355.6671,368.0197619,271.1528571,1222.602619,401.1130952,25435.04786,204.3214286,1271.023095,32026.10619,13702.04119,7918.706905,12.45095238,3167.170714,885.8116667,0,745.9342857,450.7057143,345.1566667,22581.08667
2010,2,3,49.02195122,208626.5602,660628.9515,159.9609756,160.1468293,4308.941463,2848.198049,21651.18244,781.502439,1173.199512,8068.167073,12561.24902,10235.20195,0,3727.070488,564.7553659,0,701.3595122,0,89.50170732,20552.09195
2011,2,3,69.38675,100641.1943,749523.9053,0,124.40175,18401.0775,299.047,13011.07225,155.20875,1850.56875,6073.8455,5746.049,7061.228,0,2215.47325,638.632,22.4185,332.878,0,605.2655,27227.4875
2012,2,3,34.04166667,110179.7461,692853.7178,0,0,4703.786667,798.8466667,16568.13833,219.3611111,262.7227778,2615.268333,25653.41889,20379.59111,134.4972222,107.8855556,1950.362222,0,426.8194444,0,1715.225556,16818.93778
2013,2,3,53.42695652,408551.69,950515.1287,550.3926087,1990.210435,16512.6813,3574.622174,85274.55174,619.8726087,6757.508261,12046.85,27011.43043,16598.47,400.6682609,138810.6696,5731.343478,176.2191304,3271.28,1547.974348,1572.939565,18821.77043
2014,2,3,35.145,221445.8753,741366.9967,201.764,534.516,34416.28633,7390.099,34483.65333,640.9336667,1700.958667,231085.496,1349.546667,27524.56033,0,180.778,2702.610333,0,1284.474333,1227.681667,1892.130667,19101.62667
2015,2,3,85.09,590367.8725,1885965.741,142.9909375,357.0725,161254.94,32155.13375,225510.4369,1037.711875,5306.217813,102768.0747,253050.3691,36180.2675,0,2569.962188,20340.58938,0,8020.020625,0,16057.67563,76789.68781
2016,2,3,80.6584127,819784.8865,1677682.977,1005.061746,7782.675238,9375.987143,1334.98619,21254.11698,3495.484603,6707.905873,129093.0151,462.1060317,11877.07921,43.48238095,4321.08127,600460.4251,0,6432.672698,123.4028571,599281.404,7572.734286
2017,2,3,52.34533333,242475.8093,1058290.038,357.7586667,539.8416667,55696.83333,18743.81,41465.02567,1166.796,1656.131667,9221.392,8893.155333,18200.501,0,1654.310667,4348.101333,0,9160.537,0,1140.92,37032.94067
2018,2,3,64.298125,689815.7594,1174933.91,346.269375,603.420625,11750.085,12919.72125,23705.17563,2593.723125,381.618125,44615.88063,4758.219375,24273.40563,0,230.30875,57847.54625,0,398.5825,2987.4825,56764.41375,14742.03125
2019,2,3,28.16175,120728.1485,398646.5373,78.03125,1032.66725,5630.84675,9769.244,35550.327,1025.54525,542.6755,41888.3205,5871.67025,6916.0705,64.50175,4167.261,2998.68625,338.99275,1611.238,0,526.3775,42820.15625
2020,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,2,3,45.20657143,137656.4417,577171.8906,400.1551429,3887.079143,14233.24429,140431.9569,48074.44114,517.1085714,884.1034286,71509.63086,5278.522571,40958.128,0,2904.897714,206087.3146,0,1484.925143,698.8842857,198627.8697,43234.02229
2022,2,3,60.50257143,194762.1551,863169.808,124.4831429,2737.524857,1966.306286,54254.29714,83488.23686,622.3948571,15403.32229,39093.81171,2746.050571,10826.88743,0,1951.505143,4254.690857,0,5132.913143,0,1780.194286,5798.398
1977,2,4,107.42375,67018.07778,748086.4889,0,192.4633333,181.4433333,0,1365.071111,348.6355556,0,0,0,371.7777778,0,12.09666667,36.28888889,0,0,0,36.28888889,0
1978,2,4,57.65333333,130577.4783,869465.1983,0,0,9746.076667,0,4000.563333,0,1381.635,0,0,2068.755,0,14752.23667,4646.69,0,0,0,4646.69,0
1979,2,4,39.14375,119022.8675,714941.2544,0,2167.650625,17367.4975,377.96875,8172.95375,948.13625,344.30375,312.034375,10881.65625,18776.435,565.15,8197.175,215347.3869,24.86,0,0,214856.3963,4532.785
1980,2,4,42.60391304,143897.5952,764353.5565,0,1677.569565,57634.20826,1186.69,16669.04,1464.800435,7961.073478,0,5725.616957,15592.60087,0,662.91,6428.005652,0,0,3.403043478,4003.012174,202083.2326
1981,2,4,55.59882353,147967.0818,764075.6376,0,554.1317647,569.2276471,241.39,3555.275294,850.55,210.1811765,0,2694.378824,2914.508235,0,884.0576471,2298.808824,0,55.70117647,45904.02647,2042.996471,5908.628824
1982,2,4,44.0678125,205061.7497,916273.5218,0,2805.545758,6373.186667,1420.604242,10158.99303,2189.263333,266.91,43.77121212,171.6051515,9519.278788,18.07242424,6016.472121,33976.45636,77.41606061,20.43060606,154301.6148,9815.077879,31369.56485
1983,2,4,31.01966667,62743.95267,142919.6077,0,195.537,5620.493333,251.1166667,6702.525,621.2383333,625.5563333,104.6933333,1679.751333,6504.191667,38.14333333,1454.382333,1249.327,78.884,0,7894.543,886.2853333,51990.252
1984,2,4,25.63666667,44722.84848,229031.9364,0,186.5769697,7087.672727,31.04848485,1150.688182,515.0618182,454.3975758,8.759393939,47.31666667,8748.664545,5.851818182,63.40484848,1003.818485,5.851818182,0,3505.945152,305.3442424,82632.15394
1985,2,4,32.77,24465.94667,239834.4786,0,2010.379524,3962.989524,0,3473.98619,125.6647619,10.42428571,42.38428571,2848.581905,602.9504762,3.608571429,105.4752381,2864.708571,0,74.21761905,467.1780952,2655.690952,6964.87381
1986,2,4,34.46375,97734.07833,262272.8275,0,879.4625,32140.67375,1.868333333,7087.884167,441.4583333,86.94166667,25.295,0,2578.752083,34.44166667,802.1183333,2995.725833,21.31291667,129.9454167,1541.197083,2740.744583,29877.91
1987,2,4,42.38413793,175691.2624,568897.9552,0,1274.140345,16277.03448,8749.25,1935.197931,1026.816207,4347.127241,0,7739.312414,35587.07897,372.9441379,14701.71207,3851.317931,0,0,2930.545862,3523.68069,55008.29034
1988,2,4,15.554,34290.54733,161360.5067,0,462.5453333,4191.252,577.754,671.6186667,322.7346667,357.946,0,24.27733333,1863.699333,150.842,135.3993333,1811.112667,0.774666667,208.2086667,366.1933333,996.162,9517.838667
1989,2,4,9.32,200351.83,52858.78,0,852.56,0,0,426.28,0,0,0,0,0,0,0,0,0,0,22166.59,0,852.56
1990,2,4,87.07,151988.695,501874.36,0,353.215,1059.645,0,28342.795,0,0,0,0,794.19,3178.935,353.215,0,0,0,0,0,52982.255
1991,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,2,4,53.142,206488.7967,633767.668,1019.348667,4462.535333,3957.058,11522.156,105129.5287,499.5473333,1278.557333,586.7753333,11200.61067,8225.538,698.6913333,10784.13333,154621.132,0,425.394,0,154349.5033,46851.948
1993,2,4,28.37857143,206379.6686,237213.0838,51.78714286,1007.234762,16890.14048,1089.668095,7676.224286,255.4480952,177.882381,0,180.1985714,2915.43,70.21857143,891.4142857,1822.634762,0,0,8.603333333,1704.416667,27109.53381
1994,2,4,36.39444444,170846.215,481652.6156,0,3090.073333,25116.65722,7957.003333,6712.449444,4688.864444,279.4744444,1364.667222,447.0277778,9885.743889,288.8072222,1228.098889,34420.70111,0,130.115,0.43,34248.18778,11356.22444
1995,2,4,37.50384615,209936.3277,283538.4685,456.5507692,1322.88,25536.85577,4745.518462,37833.03231,776.8688462,4514.319615,789.0334615,31855.22538,10305.48846,188.6380769,8552.327692,4919.659231,1.367307692,178.3715385,161.7265385,4465.730385,73206.15923
1996,2,4,51.11363636,384753.7577,678625.6141,0,754.6013636,12890.25818,12639.73045,17686.30364,1236.763182,2466.531364,340.3318182,9284.955455,42116.93818,430.1922727,3730.740909,8264.931364,0,0,0,8105.317273,66194.24409
1997,2,4,32.5405,443011.782,364586.505,39.2715,760.2265,437841.732,3565.034,12039.4565,1111.66,183.679,84.9185,16711.276,8232.3815,485.3735,3931.302,4672.2575,0,352.859,0,4571.2205,79206.7075
1998,2,4,30.86136364,206331.3691,235828.4064,208.0495455,3090.066364,32536.51955,20687.49182,45202.95773,223.7495455,2103.305455,1025.723182,137401.8905,16370.56864,6.983636364,2537.555,7608.841818,0,2195.242727,517.3404545,7050.26,130344.3614
1999,2,4,34.32529412,331153.7118,425124.1435,265.5405882,2034.747647,859.1747059,10267.91,16965.23588,1222.086471,871.69,1585.648824,62476.26824,5225.84,145.61,2638.885882,9110.700588,0,33.93235294,0,8735.465882,3775.502941
2000,2,4,34.03956522,302435.4087,405100.4035,0,2113.463913,14264.35304,12043.58696,15149.78609,1673.161739,145.503913,487.0847826,9551.898261,8159.411304,104.5634783,57332.22565,27294.30174,0,58.1873913,595.8569565,9422.50087,20156.11391
2001,2,4,97.17086957,365752.2222,752369.8278,542.9852174,4128.778696,38926.29609,6795.87913,327009.0387,2019.089565,16913.55957,0,156841.7326,6896.226957,234.69,34162.63783,42761.0613,0,557.4547826,469.9973913,41520.33739,53160.29304
2002,2,4,21.79428571,171418.3829,292408.7824,0,426.4733333,11324.49714,1284.945238,3932.442381,494.7595238,294.1085714,0,0,10899.14,266.9357143,5333.817619,1614.31381,0,52.72952381,0,1013.789524,9665.760476
2003,2,4,81.86181818,35153.63091,703344.1664,0,1994.752727,37546.18273,0,48496.86636,57.20272727,1021.282727,0,40103.37455,24863.59091,0,5248.831818,959.2345455,0,0,1072.347273,381.9381818,111727.5109
2004,2,4,37.589,94607.1305,411405.814,0,1977.7985,29176.9815,2796.94,13457.1225,607.0805,206.8805,70.5695,773.0625,2080.087,49.6875,590.332,1658.768,49.6875,0,0,1635.67,8103.123
2005,2,4,31.579,98857.198,284106.598,60.703,1957.742,1650.9995,3411.5435,36287.807,976.174,693.523,165.5805,1487.984,8436.7125,11.948,2637.336,1772.3445,0,135.4355,0,1493.9295,32669.0785
2006,2,4,33.57333333,56611.11267,351916.208,0,393.88,6136.802,1219.933333,14943.18533,780.686,831.344,19.60333333,8400.993333,12673.46333,137.2253333,1691.581333,1513.736,44.95133333,67.322,0,1308.562,91997.05133
2007,2,4,46.12285714,37057.01667,486083.4176,112.5990476,1440.925238,2802.99619,5488.8,5265.237619,1414.510476,466.5961905,0,490.3747619,2622.637143,0,6861.61619,575.0166667,0,14.93428571,0,435.4985714,35576.88143
2008,2,4,12.80285714,19081.09286,104507.6443,0,74.05285714,287.2171429,65.83285714,745.5271429,7.941428571,22.26714286,0,0,198.9028571,0,1110.265714,0,0,0,0,0,218.06
